canonical_source_id,source_type,volume_count,occurrences,administrations,item_kinds,path_text,volumes
parry-clive-ed-the-consolidated-treaty-series-dobbs-ferry-ny-44efca67,published,1,1,carter,source,"Parry, Clive ed. The Consolidated Treaty Series. Dobbs Ferry, NY: Oceana Publications, 1980.",frus1977-80v24
pedlow-gregory-w-ed-nato-strategy-documents-1949-1969-brusse-0eb8e986,published,1,1,carter,source,"Pedlow, Gregory W. ed., NATO Strategy Documents: 1949-1969. Brussels: NATO, 1997.",frus1977-80v27
personal-papers-george-p-shultz-papers-8a9c20ed,unpublished,1,1,reagan,source,Personal Papers > George P. Shultz Papers,frus1981-88v10
pipes-richard-vixi-memoirs-of-a-non-belonger-new-haven-yale-52724b00,published,1,1,reagan,source,"Pipes, Richard. VIXI: Memoirs of a Non-Belonger. New Haven: Yale, 2003.",frus1981-88v04
pittsburgh-press-533c721a,published,1,1,reagan,source,Pittsburgh Press,frus1981-88v41
plains-file-d18c578e,unpublished,1,1,carter,container,Plains File,frus1977-80v12
plains-file-president-s-daily-diary-6840bff0,unpublished,1,1,carter,source,Plains File > President’s Daily Diary,frus1977-80v12
ploetz-michael-and-tim-szatkowski-eds-akten-zur-ausw-rtigen-bdac0c4f,published,1,1,carter,source,"Ploetz, Michael and Tim Szatkowski, eds. Akten zur Auswärtigen Politik der Bundesrepublik Deutschland, 1979. 2 Vols. Munich: R. Oldenbourg Verlag, 2001.",frus1977-80v27
president-s-blue-ribbon-commission-on-defense-management-an-9fe0a91f,published,1,1,reagan,source,"President’s Blue Ribbon Commission on Defense Management. An Interim Report to the President by the Blue Ribbon Commission on Defense Management, February 28, 1986. Washington: President’s Blue Ribbon Commission on Defense Management, 1986.",frus1981-88v01
president-s-special-review-board-report-of-the-president-s-s-b1da707e,published,1,1,reagan,source,President’s Special Review Board. Report of the President’s Special Review Board. Washington: 1987.,frus1981-88v01
presidential-commission-on-the-space-shuttle-challenger-acci-65c37513,published,1,1,reagan,source,"Presidential Commission on the Space Shuttle Challenger Accident. Report to the President By The Presidential Commission on the Space Shuttle Challenger Accident. Volume I. Washington: Presidential Commission on the Space Shuttle Challenger Accident, 1986.",frus1981-88v01
presidential-commission-on-world-hunger-overcoming-world-hun-f109e23b,published,1,1,carter,source,"Presidential Commission on World Hunger. Overcoming World Hunger: The Challenge Ahead, Report of the Presidential Commission on World Hunger-March 1980. Washington, D.C.: Government Printing Office, 1980.",frus1977-80v02
presidential-commission-on-world-hunger-technical-papers-was-49164b8f,published,1,1,carter,source,"Presidential Commission on World Hunger. Technical Papers. Washington, D.C.: Government Printing Office, 1980.",frus1977-80v02
princeton-university-princeton-new-jersey-james-a-baker-iii-56164d47,unpublished,1,1,reagan,source,"Princeton University, Princeton, New Jersey > James A. Baker III Papers",frus1981-88v38
princeton-university-princeton-new-jersey-mudd-manuscript-li-121cd55d,unpublished,1,1,reagan,source,"Princeton University, Princeton, New Jersey > Mudd Manuscript Library, Department of Special Collections",frus1981-88v38
quandt-william-b-camp-david-peacemaking-and-politics-washing-3f4ef0d1,published,1,1,carter,source,"Quandt, William B. Camp David: Peacemaking and Politics. Washington, DC: The Brookings Institution, 1986.",frus1977-80v08
reagan-ronald-w-diaries-volume-i-january-1981-october-1985-u-b9170ee6,published,1,1,reagan,source,"Reagan, Ronald W. Diaries: Volume I, January 1981-October 1985. Unabridged edition. New York: Harper, 2009.",frus1981-88v13
record-group-306-records-of-the-united-states-information-ag-5e3264b7,unpublished,1,1,carter,container,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-e825ab07,unpublished,1,1,carter,container,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Associate Directorate for Programs",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-a20200f5,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Associate Directorate for Programs > Subject Files of Basic Operating Documents (Entry P-100)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-34d669d8,unpublished,1,1,carter,container,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Bureau of Information",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-24b9dc0f,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Bureau of Information > Library, Program Division, Special Collections, Bureau of Historical Librarian, Records Relating to the U.S. Advisory Commission on Public Diplomacy, 1980-1998 (Entry P-146)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-5bca095f,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Bureau of Information > Office of Information Resources, Library Programs Division, Special Collections Branch, Office of the Historical Librarian, Subject Files, 1953-1999 (Entry P-195)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-5c1c3cc7,unpublished,1,1,carter,container,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Office of Research",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-fd6c4701,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Office of Research > Briefing Papers, 1979-1999 (Entry P-49)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-6439cd70,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Office of Research > Foreign Opinion Notes, 1973-1989 (Entry P-118)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-46efa6a9,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Office of Research > Library, Archives, Office of the Archivist/Historian, Records Relating to the U.S. Advisory Commission on International Educational and Cultural Affairs, 1962-1978 (Entry P-138)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-f9251549,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Office of Research > Office of the Associate Director, Program Files, 1973-1978 (Entry P-119)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-f42f0e56,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Office of Research > Research Memoranda, 1963-1999 (Entry P-64)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-fe773028,unpublished,1,1,carter,source,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Office of Research > Special Reports, 1953-1997 (Entry P-160)",frus1977-80v30
record-group-306-records-of-the-united-states-information-ag-fd8a8c9c,unpublished,1,1,carter,container,"Record Group 306, Records of the United States Information Agency/United States International Communication Agency > Office of the Director",frus1977-80v30
